Sr. No.,DC No.,DC Date,Branch,BCCD Name,Product Description,Product Sr. No.,Date of Purchase,Complaint No.,Part Code,Defect,Visiting Tech Name,Mfg Month/Year,Repair Date,"Defect Age (Years, Months, Days)",PCB Sr. No.,RF Observation,Testing,Failure,Analysis,Component Consumption,Status,Send Date,Engg. Name,Tag Entry By,Consumption Entry
924,RC2527000784,,NA   ,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,NA,NA,NA,971039,NA,NA,2023-01-02 00:00:00,2025-10-11 00:00:00,"2 years, 9 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,SW,NileshK,AmitG
1049,RC2527000784,,SATNA ,GULSHAN EANTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304042438421,NA,2286490,971039,Dead,ARMAN KHAN ,2023-01-10 00:00:00,2025-10-11 00:00:00,"2 years, 9 months",NA,NA,Fail,Not Working,VR1/EC1/R1 FAULTY,VR1/EC1/R1,OK,,SW,NileshK,AmitG
1201,RC2527000784,,JAIPUR,PRIYANSH ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N304102320292,23/02/2025,JAIR11082502993774,971039,Dead,SALIGRAM ,2023-01-10 00:00:00,2025-10-11 00:00:00,"2 years, 9 months",NA,NA,Fail,Not Working,R2 FAULTY,R2,OK,,AD,NileshK,AmitG
220,RC2527000784,,KANPUR,LAXMI ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N30404231105,15/10/2024,KANR17082503041713,971039,NOT WORKING,IRSHAD,2023-01-12 00:00:00,2025-10-11 00:00:00,"2 years, 8 months",NA,NA,Fail,Not Working,EC5 FAULTY,EC5,OK,,SW,NileshK,AmitG
695,RC2527000784,,RAIPUR,PRABHAT ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N304022518386,19/05/2024,RAIR17062502459037,971039,Dead,SATISH RATHORE,2023-01-12 00:00:00,2025-10-11 00:00:00,"2 years, 8 months",NA,NA,Fail,Not Working,IC1 FAULTY,IC1,OK,,SW,NileshK,AmitG
899,RC2527000784,,BHAGALPUR,GAYATRI REF,MAIN PCB IRX 220F INFRARED COOKTOP,N304122483801,25/05/2025,BHAR26062502555466,971039,NOT WORKING,RAVISH KUMAR ,2023-01-12 00:00:00,2025-10-11 00:00:00,"2 years, 8 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,SW,NileshK,AmitG
1196,RC2527000784,,NAGPUR,NA  ,MAIN PCB IRX 220F INFRARED COOKTOP,N304042429602,NA,RAIR30062502599729,971039,NA,NA,2023-10-01 00:00:00,2026-06-01 00:00:00,"2 years, 8 months",NA,NA,Fail,Not Working,TR1/VR1/VR2/EC1/IC1/R1 FAULTY,TR1/VR1/VR2/EC1/IC1/R1,OK,,SW,NileshK,AmitG
1248,RC2527000784,,NA ,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,N304072453903,NA ,JABR24062502537531,971039,Dead,NA ,2023-01-12 00:00:00,2025-10-11 00:00:00,"2 years, 8 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,AD,NileshK,AmitG
1359,RC2527000784,,RAIPUR,BASANT SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304102306270,2025-08-10 00:00:00,RAIR19062302485234,971039,NA ,SANJAY KUMAR,2023-10-01 00:00:00,2026-06-01 00:00:00,"2 years, 8 months",NA,NA,Fail,Not Working,EC1/U1/EC1/R1/Q2 FAULTY,EC1/U1/EC1/R1/Q2,OK,,SP,NileshK,AmitG
1064,RC2527000784,,NA  ,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,NA,NA,NA,971039,NA,NA,2023-12-01 00:00:00,2026-06-01 00:00:00,"2 years, 6 months",NA,NA,Fail,Not Working,EC1/EC4/R9 FAULTY,EC1/EC4/R9,OK,,SW,NileshK,AmitG
1107,RC2527000784,,KALYAN,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,N30409241117,NA ,THAE03072502641494,971039,Dead,JITENDRA,2023-12-01 00:00:00,2026-06-01 00:00:00,"2 years, 6 months",NA,NA,Fail,Not Working,R9/EC1/PCB_LUG FAULTY,R9/EC1/PCB_LUG,OK,,SW,NileshK,AmitG
1157,RC2527000784,,PATNA,JHILIK ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304102414292,30/11/2024,2515774,971039,Dead,JAHANGIR ,2023-12-01 00:00:00,2026-06-01 00:00:00,"2 years, 6 months",NA,NA,Fail,Not Working,BZ/EC2/EC1/IC1/R1 FAULTY,BZ/EC2/EC1/IC1/R1,OK,,SW,NileshK,AmitG
1482,RC2527000784,,RAIPUR,MAA DURGA SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304042434560,NA ,RAIR12062502412686,971039,NA ,MUKESH KUMAR SAHU ,2023-12-01 00:00:00,2026-06-01 00:00:00,"2 years, 6 months",NA,NA,Fail,Not Working,EC5/VR1/EC1 FAULTY,EC5/VR1/EC1,OK,,AD,NileshK,AmitG
197,RC2527000784,,LUCKNOW,CHITRA ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304022525208,2025-09-04 00:00:00,LUCW04092503200294,971039,NOT WORKING,CHANDRA SEKHAR ,2024-01-01 00:00:00,2026-06-01 00:00:00,"2 years, 5 months",NA,NA,Fail,Not Working,BZ/EC1/F1 FAULTY,BZ/EC1/F1,OK,,VS,NileshK,AmitG
453,RC2527000784,,PUNE,SHIV ELECTRIC AND SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N3041224086921,NA,2502690499,971039,Dead,RAM ,2024-01-01 00:00:00,2026-06-01 00:00:00,"2 years, 5 months",NA,NA,Fail,Not Working,BZ/EC1/R1/CX1/VR1 FAULTY,BZ/EC1/R1/CX1/VR1,OK,,SW,NileshK,AmitG
691,RC2527000784,,INDORE,MAA PITAMBRA ENTERPRISE,MAIN PCB IRX 220F INFRARED COOKTOP,N304112447273,30/12/2024,2552197,971039,Dead,HARIOM,2024-01-01 00:00:00,2026-06-01 00:00:00,"2 years, 5 months",NA,NA,Fail,Not Working,BZ/VR1/EC1/F1 FAULTY,BZ/VR1/EC1/F1,OK,,VS,NileshK,AmitG
794,RC2527000784,,RAIPUR,MAA DURGA SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304042415323,NA ,RAIR13072502745511,971039,NA,NIRANJAN SAHU,2024-01-01 00:00:00,2026-06-01 00:00:00,"2 years, 5 months",NA,NA,Fail,Not Working,R9/EC1/EC1 FAULTY,R9/EC1/EC1,OK,,SW,NileshK,AmitG
1061,RC2527000784,,NA  ,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,NA,NA,NA,971039,NA,NA,2024-01-01 00:00:00,2026-06-01 00:00:00,"2 years, 5 months",NA,NA,Fail,Not Working,U1/EC2/EC1/R1 FAULTY,U1/EC2/EC1/R1,OK,,AD,NileshK,AmitG
1098,RC2527000784,,INDORE,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,N304112463305,NA ,2586481,971039,NA ,NA,2024-01-01 00:00:00,2026-06-01 00:00:00,"2 years, 5 months",NA,NA,Fail,Not Working,EC1/R1/EC1/EC5 FAULTY,EC1/R1/EC1/EC5,OK,,AD,NileshK,AmitG
1139,RC2527000784,,INDORE,NK MARKETING,MAIN PCB IRX 220F INFRARED COOKTOP,N30409244408,NA,NA,971039,NA,NA,2024-01-01 00:00:00,2026-06-01 00:00:00,"2 years, 5 months",NA,NA,Fail,Not Working,R1/R9/EC5 FAULTY,R1/R9/EC5,OK,,SW,NileshK,AmitG
1383,RC2527000784,,JABALPUR,PAWAR TRADERS,MAIN PCB IRX 220F INFRARED COOKTOP,N304012457380,2024-07-09 00:00:00,JABR09072502702022,971039,NOT WORKING,RAJA RAUT,2024-01-01 00:00:00,2026-06-01 00:00:00,"2 years, 5 months",NA,NA,Fail,Not Working,EC1/VR1/EC1 FAULTY,EC1/VR1/EC1,OK,,AD,NileshK,AmitG
1456,RC2527000784,,PATAN,JAANVI ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304082673170,NA ,2502311541,971039,Dead,SONU KR ,2024-01-01 00:00:00,2026-06-01 00:00:00,"2 years, 5 months",NA,NA,Fail,Not Working,VR1/VR2/EC1 FAULTY,VR1/VR2/EC1,OK,,AD,NileshK,AmitG
1502,RC2527000784,,PATNA,CHANDA ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304102322632,2024-12-01 00:00:00,2568626,971039,Dead,SOURABH ,2024-01-01 00:00:00,2026-06-01 00:00:00,"2 years, 5 months",NA,NA,Fail,Not Working,EC1/R9/BZ FAULTY,EC1/R9/BZ,OK,,VS,NileshK,AmitG
1,RC2527000784,,VARANASI,COMPUTECH,MAIN PCB IRX 220F INFRARED COOKTOP,N304012540770,NA,VARI13072502745741,971039,Dead,SHADAB KHAN,2024-02-01 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,BZ/EC1/FAN/R9 FAULTY,BZ/EC1/FAN/R9,OK,,SW,NileshK,AmitG
9,RC2527000784,,NA ,SANJEEVANI ELECTRICALS,MAIN PCB IRX 220F INFRARED COOKTOP,N304022503844,NA,3053888,971039,NOT WORKING,NA,2024-01-04 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,TR1/EC1/EC1/IC1/PCB_LUG FAULTY,TR1/EC1/EC1/IC1/PCB_LUG,OK,,VS,NileshK,AmitG
29,RC2527000784,,LUCKNOW,CHITRA ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304022490348,NA,LUCW25082503115386,971039,NOT WORKING,ASHISH SHUKLA ,2024-01-02 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,EC1/R9/FAN FAULTY,EC1/R9/FAN,OK,,AD,NileshK,AmitG
47,RC2527000784,,HUBLI,SS HOME APPLIANCES,MAIN PCB IRX 220F INFRARED COOKTOP,N304032410631,28/10/2024,HUBL123042501914921,971039,NOT WORKING,NA,2024-01-03 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,EC2/R6/L1/IC1/EC1/D1/D4/Z1/VR1/VR2/R1/F1/R2 FAULTY,EC2/R6/L1/IC1/EC1/D1/D4/Z1/VR1/VR2/R1/F1/R2,OK,,SW,NileshK,AmitG
130,RC2527000784,,AGRA,ASTHA COMMUNICATION,MAIN PCB IRX 220F INFRARED COOKTOP,N304042427056,NA,AGRA18082503052026,971039,Dead,AZAM,2024-01-12 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,BZ/R2 FAULTY,BZ/R2,OK,,SW,NileshK,AmitG
134,RC2527000784,,LUCKNOW,OJAS ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304122484486,NA,LUCW31082503166003,971039,NOT WORKING,PRADEEP ,2024-01-12 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,EC1/Q1/IC1/R1 FAULTY,EC1/Q1/IC1/R1,OK,,SW,NileshK,AmitG
141,RC2527000784,,LUCKNOW,KUSHAL Agency,MAIN PCB IRX 220F INFRARED COOKTOP,N30412245138,NA,LUCW27082503133027,971039,NOT WORKING,JAI PRAKASH ,2024-01-08 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,BZ FAULTY,BZ,OK,,SW,NileshK,AmitG
185,RC2527000784,,BAREILLY,SHIVAM TRADER,MAIN PCB IRX 220F INFRARED COOKTOP,N304042423451,NA,BARY0902503243469,971039,Dead,TAUSIF,2024-01-04 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,R9/R1/EC2/EC1/U1/PCB_LUG/EC1 FAULTY,R9/R1/EC2/EC1/U1/PCB_LUG/EC1,OK,,SW,NileshK,AmitG
200,RC2527000784,,NA  ,NA  ,MAIN PCB IRX 220F INFRARED COOKTOP,NA,NAN,NA,971039,NA,NA,2024-01-12 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,EC2 FAULTY,EC2,OK,,VS,NileshK,AmitG
213,RC2527000784,,LUCKNOW,CHITRA ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304022587365,2025-09-02 00:00:00,LUCW02092503181355,971039,NOT WORKING,PRAVEEN PANDAY ,2024-01-12 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,BZ/EC1/R9 FAULTY,BZ/EC1/R9,OK,,SW,NileshK,AmitG
215,RC2527000784,,LKO,ARADHYA COMMUNICATION,MAIN PCB IRX 220F INFRARED COOKTOP,N30404243119,2024-09-09 00:00:00,LUCW05092503212887,971039,NOT WORKING,DILSHAD ,2024-01-04 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,Q2/EC1 FAULTY,Q2/EC1,OK,,VS,NileshK,AmitG
245,RC2527000784,,BAREILLY,THREE SIGMA,MAIN PCB IRX 220F INFRARED COOKTOP,N304022588505,NA,BARY10082502989846,971039,Dead,RUPESH ,2024-01-03 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,L1/EC1/EC2 FAULTY,L1/EC1/EC2,OK,,SW,NileshK,AmitG
253,RC2527000784,,LUCKNOW,CHITRA ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304022560998,NA,LUCW28082503138290,971039,NOT WORKING,RAHUL,2024-01-02 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,BZ/PCB_LUG FAULTY,BZ/PCB_LUG,OK,,SW,NileshK,AmitG
255,RC2527000784,,VARANASI,TEJAS ENTERPRISE,MAIN PCB IRX 220F INFRARED COOKTOP,N304092489817,NA,VARI2402250284947,971039,Dead,ANURAG PRAJAPATI ,2024-01-04 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,Q2/EC1/PCB_LUG FAULTY,Q2/EC1/PCB_LUG,OK,,SW,NileshK,AmitG
259,RC2527000784,,BBSR,WESTERN SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N30409245741,NA,BHUR18062502476848,971039,NOT WORKING,RABI SHANKAR MAHAPATRA,2024-01-09 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,IC1/EC1/PCB_LUG FAULTY,IC1/EC1/PCB_LUG,OK,,SW,NileshK,AmitG
285,RC2527000784,,BBSR,NA  ,MAIN PCB IRX 220F INFRARED COOKTOP,N304012522064,14/03/2025,BHUR28052502250581,971039,NOT WORKING,BAHADHUR ,2024-01-12 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,BZ FAULTY,BZ,OK,,SW,NileshK,AmitG
300,RC2527000784,,NA  ,NA  ,MAIN PCB IRX 220F INFRARED COOKTOP,N3040224087319,20/05/2025,2502579456,971039,Dead,HEMANTA SETTY ,2024-01-02 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,BZ/R1/BZ FAULTY,BZ/R1/BZ,OK,,SW,NileshK,AmitG
303,RC2527000784,,BBSR,SRI SAI ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304122472889,21/01/2025,CUTK08072502694536,971039,NOT WORKING,SANTOSH ,2024-01-12 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,BZ FAULTY,BZ,OK,,SW,NileshK,AmitG
315,RC2527000784,,BBSR,NA  ,MAIN PCB IRX 220F INFRARED COOKTOP,NA,NA,BHUR16062502452560,971039,Dead,PRAKASH,2024-01-07 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,BZ/PCB_LUG FAULTY,BZ/PCB_LUG,OK,,SW,NileshK,AmitG
408,RC2527000784,,NA  ,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,N304012533224,2025-09-08 00:00:00,2972150,971039,Dead,NA,2024-01-12 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,BZ FAULTY,BZ,OK,,SW,NileshK,AmitG
458,RC2527000784,,INDORE,NADIRA,MAIN PCB IRX 220F INFRARED COOKTOP,N304082483513,NA,2502684500,971039,NOT WORKING,RAVI KUMAR ,2024-01-02 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,BZ/R1/F1/EC1/IC1/D1 FAULTY,BZ/R1/F1/EC1/IC1/D1,OK,,SW,NileshK,AmitG
494,RC2527000784,,INDORE,MAA PITAMBRA ENTERPRISE,MAIN PCB IRX 220F INFRARED COOKTOP,N30411248750,19/07/2025,NA,971039,Dead,VISHNU ,2024-01-02 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,BZ/R1/EC5/U1/CX1/VR1/F1/IC1 FAULTY,BZ/R1/EC5/U1/CX1/VR1/F1/IC1,OK,,SW,NileshK,AmitG
838,RC2527000784,,GORAKHPUR,MAZZ ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304122402493,27/08/2024,GORR20052562176432,971039,NOT WORKING,SARWAN ,2024-01-02 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,IC1/EC1/R1/BZ/VR1/L1/EC1 FAULTY,IC1/EC1/R1/BZ/VR1/L1/EC1,OK,,SW,NileshK,AmitG
945,RC2527000784,,NA  ,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,NA,NA,NA,971039,NA,NA,2024-01-04 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,BZ/EC1/CX1/VR1/F1 FAULTY,BZ/EC1/CX1/VR1/F1,OK,,SW,NileshK,AmitG
1015,RC2527000784,,RAIPUR,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,M30402254369,21/05/2025,23062502521887,971039,NA ,NA,2024-01-08 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,R9/EC1/IC1/R2/PCB_LUG FAULTY,R9/EC1/IC1/R2/PCB_LUG,OK,,SW,NileshK,AmitG
1024,RC2527000784,,INDORE,MAA PITAMBRA ENTERPRISE,MAIN PCB IRX 220F INFRARED COOKTOP,N304122344924,2025-03-02 00:00:00,2554096,971039,Dead,NA,2024-01-12 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,R1/EC1/IC1/EC1/R1/IC1 FAULTY,R1/EC1/IC1/EC1/R1/IC1,OK,,VS,NileshK,AmitG
1053,RC2527000784,,RANCHI,NK ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N30412247757,13/03/2025,RANI03062502321301,971039,Dead,NA,2024-02-01 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,IC1/R9/PCB_LUG FAULTY,IC1/R9/PCB_LUG,OK,,SW,NileshK,AmitG
1057,RC2527000784,,INDORE,ARMAN ELECTRONICS DAMOH ,MAIN PCB IRX 220F INFRARED COOKTOP,N304122491711,NA ,2477265,971039,Dead,BAFATI SHAH ,2024-01-12 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,R9/EC2 FAULTY,R9/EC2,OK,,SW,NileshK,AmitG
1069,RC2527000784,,INDORE,MAA PITAMBRA ENTERPRISE,MAIN PCB IRX 220F INFRARED COOKTOP,N304122475532,NA,2573508,971039,Dead,VISHNU,2024-01-09 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,R9/VR1/VR2/CX1/F1 FAULTY,R9/VR1/VR2/CX1/F1,OK,,VS,NileshK,AmitG
1076,RC2527000784,,NAGPUR ,SANJA SERVICES ,MAIN PCB IRX 220F INFRARED COOKTOP,N30401224099319,2025-06-04 00:00:00,393279,971039,NA ,TANMAY DUPARE,2024-01-12 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,R9 FAULTY,R9,OK,,AD,NileshK,AmitG
1080,RC2527000784,,PATNA,AJAY ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304032446704,NA ,RANI08062502363900,971039,Dead,NA,2024-01-05 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,R9/VR1 FAULTY,R9/VR1,OK,,AD,NileshK,AmitG
1087,RC2527000784,,BBSR,DURGADEVI ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N304082464808,23/07/2025,BHUR23072502846922,971039,NA,RAJKISHORE SAHOO,2024-01-08 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,R9/R2/BZ FAULTY,R9/R2/BZ,OK,,SW,NileshK,AmitG
1088,RC2527000784,,PATNA,SHREE GANPATI SERVICES,MAIN PCB IRX 220F INFRARED COOKTOP,N304112440050,2024-12-08 00:00:00,BHAR11062502396541,971039,NOT WORKING,FULCHAND ,2024-01-02 00:00:00,2026-06-01 00:00:00,"2 years, 4 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,AD,NileshK,AmitG
