Sr. No.,DC No.,DC Date,Branch,BCCD Name,Product Description,Product Sr. No.,Date of Purchase,Complaint No.,Part Code,Defect,Visiting Tech Name,Mfg Month/Year,Repair Date,"Defect Age (Years, Months, Days)",PCB Sr. No.,RF Observation,Testing,Failure,Analysis,Component Consumption,Status,Send Date,Engg. Name,Tag Entry By,Consumption Entry
23,RC2527000784,,INDORE,SHREE SAI CENTER,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201052423811,NA,2802193732,974290,NA,NA,45299,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
24,RC2527000784,,INDORE,SHIR BALAJI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010223046656,25/07/2024,502136836-1,974290,Dead,PRADEEP KUMAR,44938,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
25,RC2527000784,,INDORE,VAISHNAVI SALES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2011023000094,45544,BHOL100525020715690,974290,NOT WORKING,NA,44936,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
26,RC2527000784,,INDORE,MANVI ELECTRIC,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201122440766,NA,05072502664028-1,974290,Dead,NA,45299,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
27,RC2527000784,,INDORE,SHIR BALAJI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010823071147,45484,502102684-1,974290,Dead,SONU YADAV,45301,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
28,RC2527000784,,NAGAPUR,VINOD ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201102222117,45569,27062502566859-1,974290,Dead,NA,NA,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
29,RC2527000784,,INDORE,AV SERVICE,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201122026324,02/02.2025,2288849-1,974290,Dead,AHNAD KHAN,44572,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
30,RC2527000784,,INDORE,MANVI ELECTRIC,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201102306649,21/10/2024,09062502370211-1,974290,Dead,NA,44936,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
31,RC2527000784,,RAIPUR,AMAN ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201082445997,45841,2641417-1,974290,Dead,DANSHRAI,45299,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
32,RC2527000784,,INDORE,BADONIYA SALES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201072348955,NA,2501826728-1,974290,Dead,NA,45302,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
33,RC2527000784,,INDORE,SHIR BALAJI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2011223007966,26/06/2024,502204739-1,974290,Dead,PRADEEP SHARAM,45299,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
34,RC2527000784,,INDORE,AV SERVICE,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201122309543,15/10/2024,242665-1,974290,NA,NILESH PAL,45302,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
35,RC2527000784,,INDORE,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201072353538,45698,2081729-,974290,Dead,NA,45302,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
36,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45689,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
37,RC2527000784,,JAMSHEDPUR,KARUNA SERVICE CENTER,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092450071,45363,RAN14072502751637-1,974290,NA,NA,45474,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
38,RC2527000784,,INDORE,GULSHAN EANTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201032420162,NA,02930843-1,974290,Dead,DEEPAK KAN,45597,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
39,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010082445658,30/12/2024,2502832498-1,974290,NA,NA,45627,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
40,RC2527000784,,INDORE,SHIR BALAJI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010724042401,45692,503044979-2,974290,Dead,KAJESH SHAKYA,NA,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
41,RC2527000784,,RANCHI,N.K ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201022411940,21/11/2024,RAN1160725027738267,974290,NA,NA,45170,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
42,RC2527000784,,KOLKATA,FUTURE ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201022345410,45637,KOLA08082502981147-1,974290,NOT WORKING,NA,45413,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
43,RC2527000784,,PATNA,ATDS SERVICE,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,X999022345485,23/05/2025,PATA17072502786680,974290,Dead,RAJU ,NA,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
44,RC2527000784,,NAGAPUR,BHAVESH ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010324022342,13/12/2024,RA11213072502740512-1,974290,NOT WORKING,SHRAWAN,45627,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
45,RC2527000784,,KOTA,R.D. ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,X999112224223,17/08/2024,2711235-1,974290,NOT WORKING,NA,45444,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
46,RC2527000784,,JAIPUR,KRISHNA ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092210637,13/04/2024,2501444253-1,974290,NOT WORKING,VIJAY,45627,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
47,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45296,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
48,RC2527000784,,RAIPUR,BASANT SERVICE,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010723050264,25/10/2024,RA71231072502911829-1,974290,Dead,YASHWANT,45170,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
49,RC2527000784,,KOLKATA,APPLI CARE,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092386828,45962,3017556,974290,NOT WORKING,NA,45323,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
50,RC2527000784,,PATNA,NRS SERVICE,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201022416265,45575,RANI31072502909978-1,974290,NOT WORKING,NA,45302,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
51,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201112226086,24/10/2024,2911454-1,974290,NOT WORKING,RAJIB ,44866,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
52,RC2527000784,,JAMNAGAR,DHAVAL ELECTRIC,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201022411631,NA,AHMD28072502881392-1,974290,Dead,NILESH BHAI ROSHIYA,45748,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
53,RC2527000784,,KOLKATA,MAA SARADA ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201062429889,NA,K01211072502720303,974290,Dead,B MONDAL,45444,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
54,RC2527000784,,BHAGALPUR,GAYTRI,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010092382732,25/06/2024,BHAR16062502451177-1,974290,NOT WORKING,ASHAN KUMAR,44932,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
55,RC2527000784,,INDORE,NANDITA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092383254,13/06/2024,2502330567-1,974290,Dead,GIRAJ ,45303,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
56,RC2527000784,,KOLKATA,MAA SARADA ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092393025,45513,K01216062502444090,974290,NOT WORKING,B.MONDAL,45302,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
57,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092448666,45870,2562750331-1,974290,Dead,NA,45139,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
58,RC2527000784,,JETPUR,SHRI RAM ELECTRIC,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201072436635,28/11/2024,AHMD13082503019343-1,974290,NOT WORKING,SANJAYBHAI PANCHBHAI MAVANI,45474,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
59,RC2527000784,,INDORE,BADONIYA SALES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E20109243264,NA,25029844365-5,974290,Dead,NA,45597,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
60,RC2527000784,,NA,NEW BAJAJ NOVELTY,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092387253,19/03/2025,RAIR28072502882636-1,974290,NA,NA,NA,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
61,RC2527000784,,PATNA,JAANVI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201072360085,25/08/2024,2503031551-1,974290,NOT WORKING,RAVI K,45108,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
62,RC2527000784,,PATNA,JHILIK ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201032416915,13/03/2025,2652059-1,974290,Dead,NA,45200,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
63,RC2527000784,,GORAKHPUR,MAZZ ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092402262,22/11/2024,GORR20052502178805,974290,NOT WORKING,DVRGESH,NA,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
64,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45566,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
